time_bin,hour,total_jobs,flex1_jobs,flex2_jobs,flex3_jobs,power_mw,flexible_mw
1350,337.5,4778,19,4386,371,1.01114,0.3334494910641023
1351,337.75,4932,14,4634,282,1.0311599999999999,0.33798754500815864
1352,338.0,5336,10,5132,192,1.08368,0.3587210658002014
1353,338.25,5143,10,4940,191,1.05859,0.3461134893772828
1354,338.5,5238,27,4686,523,1.07094,0.37273726350218844
1355,338.75,5758,12,5501,243,1.13854,0.389274625256767
1356,339.0,5346,78,3778,1488,1.08498,0.43916423971816726
1357,339.25,5220,25,4700,493,1.0686,0.3696618524671179
1358,339.5,5336,78,3763,1493,1.08368,0.4388023965596256
1359,339.75,6321,105,4217,1998,1.21173,0.5339341962554035
1360,340.0,5696,73,4235,1387,1.13048,0.45566257836791113
1361,340.25,5427,23,4960,443,1.0955100000000002,0.38003957684977663
1362,340.5,5395,23,4932,439,1.09135,0.3777555624745655
1363,340.75,5830,48,4858,923,1.1479,0.43579684504907057
1364,341.0,6052,14,5754,282,1.1767600000000003,0.4107990151284054
1365,341.25,6492,26,5969,496,1.23396,0.4525706486405729
1366,341.5,6559,7,6415,136,1.24267,0.4347163171080328
1367,341.75,6399,10,6198,190,1.2218700000000002,0.4276618381533555
1368,342.0,6363,44,5480,838,1.21719,0.4652030590642032
1369,342.25,6699,38,5931,729,1.26087,0.4803488539940855
1370,342.5,7243,46,6303,892,1.33159,0.5257721028244062
1371,342.75,8459,34,7778,646,1.48967,0.5896489058846898
1372,343.0,8156,89,6369,1697,1.45028,0.634645268555003
1373,343.25,8314,59,7123,1130,1.47082,0.610046520106681
1374,343.5,7824,2,7778,43,1.40712,0.5112113166298744
1375,343.75,7548,56,6425,1066,1.37124,0.5563049054993916
1376,344.0,7111,27,6567,515,1.31443,0.49398110626268155
1377,344.25,7047,33,6367,645,1.30611,0.4978265144312974
1378,344.5,7401,25,6897,478,1.35213,0.5105065166720028
1379,344.75,7470,69,6088,1312,1.3611,0.5663737304755405
1380,345.0,7237,13,6970,252,1.33081,0.4859831950062923
1381,345.25,7359,67,6008,1282,1.34667,0.5573173676803018
1382,345.5,7398,30,6791,576,1.35174,0.5163478327648587
1383,345.75,7458,48,6489,920,1.35954,0.5414228751883547
1384,346.0,7682,5,7580,96,1.38866,0.505291800193605
1385,346.25,7428,3,7367,57,1.35564,0.4863322247569805
1386,346.5,7678,6,7545,125,1.38814,0.5068212406481503
1387,346.75,8233,87,6482,1663,1.46029,0.6375570892567561
1388,347.0,8195,10,7978,205,1.45535,0.5453234104115602
1389,347.25,7656,8,7478,168,1.38528,0.508028391990266
1390,347.5,8274,58,7095,1119,1.46562,0.6067624619674642
1391,347.75,7406,83,5745,1577,1.35278,0.5785372816663621
1392,348.0,8728,18,8359,350,1.52464,0.5888751035645232
1393,348.25,8386,55,7283,1047,1.48018,0.6095992054127947
1394,348.5,7819,6,7679,132,1.40647,0.5163910900129358
1395,348.75,9946,13,9678,254,1.6829799999999997,0.662136075632761
1396,349.0,9389,0,9388,0,1.61057,0.6103388172618626
1397,349.25,9799,17,9451,329,1.66387,0.6572441580225779
1398,349.5,9691,19,9310,361,1.64983,0.6521962530229004
1399,349.75,7594,27,7043,523,1.37722,0.5258282673883972
1400,350.0,7658,1,7637,19,1.38554,0.4989436783061524
1401,350.25,7577,44,6694,838,1.37501,0.5441396351021257
1402,350.5,7350,4,7268,77,1.3455,0.482534524207077
1403,350.75,7370,21,6933,414,1.3481,0.5045563244981253
1404,351.0,7128,6,6994,127,1.31664,0.4711513768324536
1405,351.25,9197,90,7388,1717,1.58561,0.7035928953466105
1406,351.5,8584,57,7439,1087,1.50592,0.6249332398702088
1407,351.75,8417,29,7834,553,1.48421,0.5812014031381102
1408,352.0,8953,7,8806,139,1.55389,0.5905439500945601
1409,352.25,7274,61,6034,1177,1.33562,0.5453119371379666
1410,352.5,7315,79,5722,1512,1.34095,0.5686123874964095
1411,352.75,7256,44,6375,836,1.33328,0.5231583945795023
1412,353.0,7469,24,6984,460,1.36097,0.5138493662769085
1413,353.25,6745,92,4897,1754,1.26685,0.5464909055377172
1414,353.5,6258,49,5262,945,1.20354,0.46498914543669906
1415,353.75,6679,34,5986,657,1.25827,0.47464600958049585
1416,354.0,6299,6,6166,126,1.2088700000000003,0.41720069209291505
1417,354.25,6114,46,5176,890,1.18482,0.4522520096133311
1418,354.5,6334,83,4671,1578,1.21342,0.5089391105349315
1419,354.75,6467,107,4311,2047,1.23071,0.5464396386737821
1420,355.0,5860,34,5165,659,1.1518,0.4215089470849234
1421,355.25,6400,1,6369,28,1.222,0.41777636251363026
1422,355.5,5629,7,5469,151,1.12177,0.37518706350100506
1423,355.75,5763,12,5521,228,1.13919,0.3886965270455758
1424,356.0,5865,1,5833,29,1.15245,0.3830564288276965
1425,356.25,5550,10,5345,194,1.1115,0.37270282585637177
1426,356.5,5054,13,4791,249,1.0470199999999998,0.34385492024267816
1427,356.75,5789,23,5315,449,1.14257,0.40395645897799426
1428,357.0,5252,50,4248,953,1.0727600000000002,0.40008130398186487
1429,357.25,7577,9,7380,186,1.37501,0.5040006599732001
1430,357.5,6912,16,6585,310,1.28856,0.4683934487463369
1431,357.75,6906,21,6479,404,1.28778,0.47381315242296485
1432,358.0,7441,20,7038,382,1.35733,0.5072386520568739
1433,358.25,7238,11,7013,213,1.33094,0.4835933799844462
1434,358.5,4982,8,4811,161,1.0376599999999998,0.3337839378441797
1435,358.75,5186,34,4499,652,1.06418,0.37725508326682333
1436,359.0,4764,4,4682,77,1.00932,0.31441529893956954
1437,359.25,5061,46,4123,890,1.04793,0.3837870712630421
1438,359.5,5051,11,4827,212,1.04663,0.3413910667224902
1439,359.75,4891,17,4536,336,1.02583,0.3386338718401297
1440,360.0,4749,9,4555,184,1.00737,0.32001701511694397
1441,360.25,5024,7,4874,141,1.04312,0.3352799761024594
1442,360.5,4996,18,4627,350,1.0394800000000002,0.34630180580662245
1443,360.75,4889,80,3285,1523,1.02557,0.4115972131101327
1444,361.0,4740,21,4315,403,1.0062000000000002,0.33294885479267766
1445,361.25,5083,1,5061,20,1.05079,0.33167735021296885
1446,361.5,4975,5,4857,111,1.03675,0.33027098009060746
1447,361.75,4844,34,4161,648,1.01972,0.35480853897462705
1448,362.0,5214,63,3934,1215,1.06782,0.41374626818835386
1449,362.25,5735,14,5446,274,1.13555,0.3896698955034623
1450,362.5,5199,11,4962,224,1.0658700000000003,0.35175645441065295
1451,362.75,5821,1,5783,35,1.14673,0.38055367616977154
1452,363.0,6073,7,5913,151,1.1794899999999997,0.404104320984295
1453,363.25,6914,45,6006,862,1.28882,0.5025174581788767
1454,363.5,7278,40,6469,767,1.33614,0.5203609254947461
1455,363.75,7987,6,7859,120,1.42831,0.526591215813918
1456,364.0,7402,34,6710,656,1.35226,0.5215711734919889
1457,364.25,7536,105,5419,2010,1.36968,0.6136475214551221
1458,364.5,5424,24,4924,474,1.0951200000000003,0.3818017408268541
1459,364.75,5858,22,5401,434,1.15154,0.4075005270569423
1460,365.0,6278,28,5706,542,1.20614,0.4414909867352144
1461,365.25,6936,33,6267,634,1.29168,0.4899374680375455
1462,365.5,6245,32,5598,614,1.20185,0.44376791081935235
1463,365.75,5903,12,5660,230,1.15739,0.39789668007718537
1464,366.0,6078,10,5863,203,1.18014,0.40761018242043967
1465,366.25,6587,5,6480,101,1.24631,0.4343989928264735
1466,366.5,7048,52,6001,993,1.30624,0.5193114813697285
1467,366.75,6983,58,5812,1112,1.29779,0.522391488198759
1468,367.0,7026,0,7011,13,1.30338,0.45754626374681645
1469,367.25,7374,6,7245,122,1.34862,0.4868391111064137
1470,367.5,6857,11,6632,213,1.28141,0.45883369402248775
1471,367.75,7169,1,7130,36,1.32197,0.4682158644470897
1472,368.0,8247,9,8066,171,1.46211,0.5465866952284277
1473,368.25,8405,1,8375,28,1.48265,0.5480577722062892
1474,368.5,7111,5,7002,103,1.31443,0.46858053270584393
1475,368.75,7385,17,7043,324,1.35005,0.49999257277475523
1476,369.0,7552,5,7447,99,1.37176,0.4969862455536389
1477,369.25,7516,9,7317,188,1.36708,0.5001242401804158
1478,369.5,7641,8,7473,159,1.38333,0.5064747662543954
1479,369.75,7868,17,7526,324,1.41284,0.5313917532059595
1480,370.0,8170,18,7792,358,1.4521,0.553109946135149
1481,370.25,8238,44,7349,844,1.46094,0.5874705054966545
1482,370.5,8114,141,5283,2688,1.44482,0.6929890430278347
1483,370.75,7542,7,7386,147,1.37046,0.49929991394758355
1484,371.0,7840,70,6423,1345,1.4092,0.5924675806036563
1485,371.25,7888,18,7521,348,1.41544,0.5341878767603835
1486,371.5,7790,39,7001,749,1.4027,0.5524822286869666
1487,371.75,8099,64,6802,1231,1.44287,0.6022709262042425
1488,372.0,7521,35,6813,672,1.36773,0.5302464000255698
1489,372.25,8504,42,7650,810,1.49552,0.6026650684016034
1490,372.5,8345,77,6800,1467,1.47485,0.6327762652633097
1491,372.75,8114,113,5835,2165,1.44482,0.660729594189822
1492,373.0,7930,53,6863,1013,1.4209,0.5778509896287303
1493,373.25,8289,7,8130,150,1.46757,0.548078910595085
1494,373.5,8092,15,7779,297,1.44196,0.5442821749588718
1495,373.75,8177,0,8174,1,1.45301,0.5316256703653758
1496,374.0,7781,13,7512,254,1.40153,0.5214430240815011
1497,374.25,8283,19,7902,361,1.46679,0.5606460432199954
1498,374.5,8040,13,7762,263,1.4352,0.5388213728709289
1499,374.75,7780,83,6101,1594,1.4014,0.6038771526545412
1500,375.0,7937,12,7685,238,1.42181,0.5305894707315663
1501,375.25,7363,113,5091,2158,1.34719,0.6115000734634047
1502,375.5,7062,7,6908,145,1.30806,0.4679995552685826
1503,375.75,7429,65,6127,1236,1.35577,0.5590133620344162
1504,376.0,7232,16,6908,307,1.33016,0.48903306071284386
1505,376.25,7104,32,6460,611,1.31352,0.49941188384212465
1506,376.5,7438,7,7287,143,1.35694,0.49228424216613753
1507,376.75,7032,13,6764,254,1.30416,0.4727302788745565
1508,377.0,6967,22,6514,430,1.29571,0.4793431686410572
1509,377.25,6694,58,5515,1119,1.26022,0.5040430304836703
1510,377.5,6960,5,6859,95,1.2948,0.45826201633952757
1511,377.75,6808,49,5820,937,1.27504,0.5002678502942692
1512,378.0,6762,16,6427,318,1.26906,0.45912302272880295
1513,378.25,6252,18,5887,346,1.2027600000000003,0.4277223702626411
1514,378.5,6695,45,5782,866,1.26035,0.4885525012567794
1515,378.75,6758,27,6209,520,1.26854,0.4713495146463268
1516,379.0,6364,4,6276,82,1.21732,0.4187631318365601
1517,379.25,6394,90,4593,1710,1.22122,0.5209312071156593
1518,379.5,6304,29,5706,567,1.20952,0.44473010599298685
1519,379.75,6343,77,4786,1478,1.21459,0.5033582950725433
1520,380.0,5580,27,5032,519,1.1154,0.39470611495815605
1521,380.25,5645,44,4751,849,1.12385,0.4192063500477483
1522,380.5,5776,95,3870,1810,1.1408799999999997,0.4869103674021473
1523,380.75,5597,58,4429,1109,1.11761,0.43209665466772457
1524,381.0,5500,42,4645,811,1.105,0.40749914535478143
1525,381.25,5299,35,4582,681,1.0788700000000002,0.38637040561036917
1526,381.5,5287,58,4118,1110,1.07731,0.412029277076888
1527,381.75,5491,16,5167,306,1.10383,0.3758173426314887
1528,382.0,4597,27,4038,530,0.98761,0.3314584406749021
1529,382.25,5151,27,4598,524,1.0596299999999998,0.36711384599140906
1530,382.5,5200,3,5123,72,1.066,0.34245437728725525
1531,382.75,5314,16,4984,313,1.08082,0.364700933162352
1532,383.0,4748,14,4449,284,1.00724,0.32611135154882326
1533,383.25,4709,30,4098,580,1.00217,0.341806303462634
1534,383.5,5188,7,5040,139,1.06444,0.3458385249325299
1535,383.75,4431,3,4358,68,0.96603,0.2922601970725192
1536,384.0,5399,23,4933,441,1.0918700000000003,0.37813854082041737
1537,384.25,5071,30,4454,586,1.04923,0.36570496427418636
1538,384.5,5480,1,5450,27,1.1024,0.3579015055341647
1539,384.75,4702,64,3410,1226,1.00126,0.3811623933827251
1540,385.0,4920,0,4912,6,1.0296,0.3202242960498505
1541,385.25,4357,99,2376,1881,0.9564099999999999,0.3990806696479596
1542,385.5,4875,8,4701,164,1.02375,0.3270180973984259
1543,385.75,5099,61,3862,1174,1.0528700000000002,0.4037472475979622
1544,386.0,4612,37,3863,711,0.9895600000000001,0.34359005470883575
1545,386.25,5134,8,4971,154,1.05742,0.34324135607350553
1546,386.5,4713,50,3710,952,1.0026899999999999,0.36499643852594243
1547,386.75,5295,93,3425,1775,1.07835,0.4535229511478231
1548,387.0,5783,7,5642,133,1.14179,0.38409737855600157
1549,387.25,5500,97,3546,1855,1.105,0.4717710894500961
1550,387.5,6084,5,5969,108,1.18092,0.4021468780630282
1551,387.75,5902,11,5676,214,1.1572600000000002,0.39683873434474565
1552,388.0,6154,69,4755,1328,1.19002,0.48179381752913164
1553,388.25,5607,64,4311,1230,1.11891,0.4402540994000918
1554,388.5,5689,30,5086,572,1.12957,0.4050566525469966
1555,388.75,6121,6,5987,126,1.18573,0.4056533495865744
1556,389.0,5638,0,5635,2,1.12294,0.3666168604415967
1557,389.25,6348,32,5700,614,1.2152399999999999,0.4504750192893079
1558,389.5,6207,17,5856,332,1.19691,0.4239602356031942
1559,389.75,6800,3,6734,62,1.274,0.445832827479658
1560,390.0,6703,14,6409,279,1.26139,0.4528844028157542
1561,390.25,6927,77,5368,1480,1.29051,0.5414046290923595
1562,390.5,6469,38,5698,731,1.23097,0.4655436869304538
1563,390.75,7107,61,5876,1168,1.31391,0.5339210117511081
1564,391.0,9054,33,8382,638,1.56702,0.6278014939500959
1565,391.25,8703,77,7152,1473,1.52139,0.6564235385095261
1566,391.5,8584,216,4251,4115,1.50592,0.8114009838679546
1567,391.75,6946,20,6539,385,1.29298,0.47525006296735267
1568,392.0,7621,76,6081,1462,1.38073,0.5854342470786441
1569,392.25,8138,2,8088,46,1.44794,0.5318519465719969
1570,392.5,7118,2,7077,38,1.31534,0.4650649314752476
1571,392.75,7171,1,7136,32,1.32223,0.4681292953532056
1572,393.0,7837,24,7341,470,1.40881,0.5383703342050039
1573,393.25,7401,8,7239,153,1.35213,0.4905101635176248
1574,393.5,7995,28,7433,533,1.42935,0.5524979109112688
1575,393.75,7886,2,7835,47,1.41518,0.515527328477943
1576,394.0,7791,115,5488,2187,1.40283,0.6411287643711505
1577,394.25,7977,31,7339,605,1.42701,0.5557834192700857
1578,394.5,7999,32,7351,614,1.42987,0.5577888290601868
1579,394.75,7866,64,6569,1232,1.41258,0.5871610082196722
1580,395.0,7421,61,6200,1159,1.35473,0.553736811571231
1581,395.25,8024,21,7584,417,1.43312,0.5472811048337889
1582,395.5,8459,30,7850,577,1.48967,0.5854119891004913
1583,395.75,7514,52,6461,999,1.36682,0.5499612615243789
1584,396.0,7710,48,6746,915,1.3923,0.5575052448882797
1585,396.25,8124,27,7568,527,1.44612,0.5605391241472403
1586,396.5,8548,141,5719,2687,1.50124,0.7210999773505044
1587,396.75,8644,24,8163,456,1.51372,0.5899671871086091
1588,397.0,8288,12,8039,236,1.46744,0.5532730204553036
1589,397.25,8818,25,8317,475,1.53634,0.6024336211364139
1590,397.5,8449,152,5408,2888,1.48837,0.7270639040366392
1591,397.75,8604,54,7520,1029,1.50852,0.6226427748761213
1592,398.0,7895,30,7290,574,1.41635,0.5485497618207034
1593,398.25,7799,34,7114,650,1.40387,0.5470018343930676
1594,398.5,7878,4,7782,90,1.41414,0.5176322553600156
1595,398.75,7683,17,7342,323,1.38879,0.5193005841798853
1596,399.0,7203,42,6352,807,1.32639,0.5179382011022957
1597,399.25,7815,203,3742,3869,1.40595,0.7462312387077129
1598,399.5,7658,4,7558,94,1.38554,0.5035979649220746
1599,399.75,6701,94,4807,1798,1.26113,0.5463195101817618
1600,400.0,7053,69,5666,1316,1.30689,0.5395320197627961
1601,400.25,8570,59,7379,1131,1.5041,0.626717931328837
1602,400.5,7619,61,6395,1162,1.38047,0.5668170578936708
1603,400.75,7265,68,5904,1292,1.33445,0.5518389447943465
1604,401.0,6845,69,5458,1317,1.27985,0.5260460464967227
1605,401.25,7194,12,6943,237,1.32522,0.48223872611862906
1606,401.5,6695,13,6418,262,1.26035,0.4513579384285923
1607,401.75,6381,9,6195,176,1.21953,0.42562354556735366
1608,402.0,6592,30,5982,578,1.24696,0.4641086761034732
1609,402.25,6392,50,5379,961,1.22096,0.47471139552941377
1610,402.5,6060,6,5930,123,1.1778,0.40149436340935146
1611,402.75,6872,39,6076,755,1.28336,0.49323139134146804
1612,403.0,5820,26,5297,496,1.1466,0.40888736953428567
1613,403.25,5344,0,5336,6,1.08472,0.3477721356003711
1614,403.5,6400,19,6012,367,1.222,0.4386587714182387
1615,403.75,5661,45,4744,870,1.12593,0.42156113451994043
1616,404.0,5660,25,5155,478,1.1258,0.3973941006323183
1617,404.25,5559,31,4922,604,1.11267,0.3985643458918602
1618,404.5,5415,14,5123,277,1.09395,0.3690468044929194
1619,404.75,5281,8,5107,165,1.07653,0.3534291152894347
1620,405.0,5140,27,4598,514,1.0582,0.3657949915773785
1621,405.25,5391,36,4657,696,1.09083,0.3933212601177379
1622,405.5,5189,42,4343,802,1.06457,0.38672617977990903
1623,405.75,5471,1,5438,30,1.10123,0.3575109719920552
1624,406.0,5345,5,5238,101,1.08485,0.35366764945520396
1625,406.25,4876,5,4756,113,1.02388,0.32393359343898454
1626,406.5,5146,22,4695,428,1.05898,0.3608721036069537
1627,406.75,4954,0,4950,3,1.03402,0.32223595034750385
1628,407.0,4753,6,4626,120,1.00789,0.3163443223551723
1629,407.25,5235,1,5196,36,1.07055,0.3425388645195164
1630,407.5,4976,47,4024,903,1.0368799999999998,0.37908446133886314
1631,407.75,4880,21,4452,406,1.0244,0.3422139845311828
1632,408.0,4743,15,4437,290,1.00659,0.32618457126359485
1633,408.25,4694,19,4308,365,1.00022,0.32764499570681677
1634,408.5,5609,12,5349,246,1.11917,0.3797631681893783
1635,408.75,5129,0,5115,12,1.05677,0.33417724051742725
1636,409.0,4723,13,4449,259,1.00399,0.3229800503150677
1637,409.25,5165,10,4947,206,1.06145,0.34842684013752595
1638,409.5,5432,10,5217,203,1.09616,0.36561166906328624
1639,409.75,5204,94,3306,1802,1.06652,0.44928012434284453
1640,410.0,5613,10,5402,200,1.11969,0.37716889728924974
1641,410.25,4789,19,4402,367,1.01257,0.3339081480828424
1642,410.5,4712,48,3741,922,1.0025600000000001,0.3630563552450369
1643,410.75,5450,30,4849,570,1.0985,0.38937226250749707
1644,411.0,5522,34,4830,657,1.10786,0.3994083502732962
1645,411.25,4509,41,3679,787,0.97617,0.3416044507203765
1646,411.5,5399,9,5204,185,1.0918700000000003,0.3623337921104452
1647,411.75,5364,29,4771,562,1.08732,0.3833172352267465
1648,412.0,5332,27,4787,516,1.08316,0.378405083251542
1649,412.25,5533,1,5509,22,1.10929,0.3610457636819581
1650,412.5,6104,48,5124,930,1.18352,0.45408953239472666
1651,412.75,5712,6,5581,124,1.13256,0.37892865212863486
1652,413.0,5816,26,5292,497,1.14608,0.40866964436314424
1653,413.25,5721,58,4541,1120,1.13373,0.4408785866493524
1654,413.5,6684,11,6458,214,1.25892,0.4476783625760618
1655,413.75,6532,63,5259,1209,1.23916,0.49903354312370074
1656,414.0,5752,13,5480,257,1.1377600000000003,0.38973543366042857
1657,414.25,6303,52,5257,993,1.20939,0.47085098550690746
1658,414.5,6854,14,6572,267,1.28102,0.4619724762481892
1659,414.75,7177,22,6721,432,1.32301,0.4931591903632035
1660,415.0,7140,49,6152,937,1.3182,0.5218501051599579
1661,415.25,6875,65,5571,1238,1.28375,0.5231258668533004
1662,415.5,6494,37,5735,720,1.23422,0.4664779358759429
1663,415.75,7424,62,6172,1188,1.35512,0.5557646583098381
1664,416.0,7160,55,6045,1058,1.3208,0.5305860380068624
1665,416.25,7354,4,7269,80,1.34602,0.48297627748484756
1666,416.5,7359,11,7138,209,1.34667,0.49122156779828935
1667,416.75,7082,22,6628,430,1.31066,0.4868395545268963
1668,417.0,7669,6,7530,131,1.38697,0.506575056173513
1669,417.25,7695,46,6771,877,1.39035,0.5541881408112511
1670,417.5,7562,40,6742,778,1.37306,0.5394994083772084
1671,417.75,7888,24,7391,471,1.41544,0.5417678230781088
1672,418.0,7386,23,6922,439,1.35018,0.5071760021708756
1673,418.25,7764,28,7187,547,1.39932,0.5383771973417545
1674,418.5,7893,0,7878,13,1.41609,0.5138798190481415
1675,418.75,7399,14,7113,270,1.35187,0.4976172747898979
1676,419.0,7931,22,7484,424,1.42103,0.5416363518533405
1677,419.25,8191,6,8057,127,1.45483,0.5402384334681446
1678,419.5,7896,46,6959,889,1.41648,0.5680285117886879
1679,419.75,7986,14,7692,278,1.42818,0.5362392027736015
1680,420.0,8168,98,6196,1872,1.45184,0.6462334529465011
1681,420.25,7880,13,7618,248,1.4144,0.5275248952270427
1682,420.5,7897,0,7882,14,1.41661,0.5141766667291758
1683,420.75,7618,47,6660,909,1.38034,0.5511557939449473
1684,421.0,7944,92,6101,1750,1.42272,0.624129346350904
1685,421.25,7819,104,5738,1976,1.40647,0.6299638809482666
1686,421.5,8035,69,6647,1317,1.43455,0.6034343698840936
1687,421.75,8014,22,7556,434,1.43182,0.5476824338411947
1688,422.0,8036,134,5344,2556,1.43468,0.6797705713234269
1689,422.25,7594,49,6613,931,1.37722,0.5509638272632287
1690,422.5,7037,27,6486,523,1.30481,0.48963660410589227
1691,422.75,7850,50,6846,953,1.4105,0.5689367583820202
1692,423.0,7689,5,7587,96,1.38957,0.5057491097300083
1693,423.25,7298,10,7079,207,1.33874,0.4871487878646107
1694,423.5,7579,33,6912,632,1.37527,0.5316112770494633
1695,423.75,6898,3,6823,70,1.28674,0.4527000722409916
1696,424.0,7559,60,6355,1143,1.37267,0.5617623149766787
1697,424.25,8020,25,7516,478,1.4326,0.5507636274303072
1698,424.5,7782,3,7703,74,1.40166,0.5104319698877655
1699,424.75,6795,19,6399,375,1.27335,0.4648235774799616
1700,425.0,6818,65,5516,1236,1.27634,0.5193209567352652
1701,425.25,6789,15,6481,292,1.27257,0.45927305239090915
1702,425.5,6710,9,6510,189,1.2623,0.44782822234805053
1703,425.75,6469,30,5863,575,1.23097,0.4559022033399363
1704,426.0,6560,28,5996,535,1.2428,0.45934524371492114
1705,426.25,6404,42,5562,799,1.22252,0.46549271447636453
1706,426.5,6109,32,5466,610,1.18417,0.434693677367397
1707,426.75,5967,90,4157,1719,1.16571,0.49371894483094025
1708,427.0,6294,18,5915,359,1.20822,0.43124622777101684
1709,427.25,6175,40,5373,761,1.19275,0.4482594092711139
1710,427.5,5943,44,5060,838,1.16259,0.4379248705682769
1711,427.75,6113,144,3226,2742,1.18469,0.5661998256763676
1712,428.0,5161,21,4727,412,1.06093,0.3608380702228457
1713,428.25,5497,2,5447,47,1.10461,0.3602100828549278
1714,428.5,5239,69,3857,1312,1.07107,0.42134774720423607
1715,428.75,6187,103,4117,1966,1.19431,0.5232341609590891
1716,429.0,5653,26,5121,505,1.12489,0.3985587775486522
1717,429.25,5348,21,4913,413,1.0852399999999998,0.3730554413752463
1718,429.5,5545,24,5051,469,1.11085,0.38930869346933916
1719,429.75,5587,12,5331,242,1.11631,0.3781087038252132
1720,430.0,5532,118,3156,2256,1.10916,0.4985442788335455
1721,430.25,5431,0,5429,1,1.09603,0.35311188327539755
1722,430.5,5035,19,4636,378,1.0445499999999999,0.35059733238372015
1723,430.75,4929,63,3661,1203,1.03077,0.39450860628031437
1724,431.0,4762,18,4385,357,1.00906,0.33155445980465864
1725,431.25,5179,26,4640,511,1.06327,0.36812047248069846
1726,431.5,5645,40,4826,777,1.12385,0.4148267719578385
1727,431.75,5558,10,5346,200,1.11254,0.3736159212628748
1728,432.0,5539,16,5212,309,1.11007,0.3791150290318546
1729,432.25,6118,18,5757,342,1.18534,0.41878466895033256
1730,432.5,5979,4,5881,92,1.16727,0.3943304165626952
1731,432.75,6258,14,5968,274,1.20354,0.42370240146625765
1732,433.0,5890,3,5824,62,1.1557,0.38669440793697685
1733,433.25,5096,37,4350,707,1.05248,0.37482978874795764
1734,433.5,5106,28,4527,549,1.05378,0.36570414730793227
1735,433.75,4848,5,4731,111,1.0202399999999998,0.32196110737033545
1736,434.0,4822,11,4595,214,1.01686,0.32666772928461596
1737,434.25,5404,8,5224,170,1.09252,0.3617710196843114
1738,434.5,5029,6,4897,124,1.0437699999999999,0.3345633157082471
1739,434.75,5435,54,4342,1037,1.09655,0.4171649625062685
1740,435.0,5773,0,5758,13,1.1404899999999998,0.37608488897102993
1741,435.25,5311,3,5232,74,1.08043,0.34978687159820504
1742,435.5,6190,21,5750,417,1.1947,0.42803895784925666
1743,435.75,5369,0,5357,11,1.08797,0.3496810475444355
1744,436.0,6047,6,5920,120,1.17611,0.40045773897751846
1745,436.25,5963,69,4574,1318,1.16519,0.46879687582422613
1746,436.5,6284,6,6149,127,1.20692,0.41630518225866864
1747,436.75,5682,25,5164,491,1.12866,0.3996259828997394
1748,437.0,6803,53,5739,1010,1.27439,0.5044244341293391
1749,437.25,6153,55,5037,1060,1.18989,0.4652190937254327
1750,437.5,6507,44,5608,853,1.23591,0.4755336666003874
1751,437.75,6835,45,5922,867,1.27855,0.4976846340472419
1752,438.0,8195,18,7819,356,1.45535,0.5546413243571896
1753,438.25,8723,95,6812,1815,1.52399,0.6787819738724307
1754,438.5,8341,21,7911,407,1.47433,0.5672723470650066
1755,438.75,9089,6,8951,130,1.57157,0.598815937593327
1756,439.0,8537,24,8047,464,1.49981,0.5835190170841407
1757,439.25,6993,15,6675,301,1.29909,0.4730964054679206
1758,439.5,7165,1,7130,32,1.32145,0.467722144506151
1759,439.75,7398,67,6042,1287,1.35174,0.5601807620191537
1760,440.0,9263,4,9163,94,1.59419,0.6078950341317466
1761,440.25,8620,25,8106,488,1.5106,0.5903647103263414
1762,440.5,9177,54,8092,1029,1.58301,0.6599207791757354
1763,440.75,9503,16,9165,321,1.62539,0.6374629693705075
1764,441.0,9033,63,7756,1213,1.56429,0.6618402672917431
1765,441.25,8885,7,8739,138,1.54505,0.5860546793215242
1766,441.5,8593,23,8117,451,1.50709,0.5863496829785635
1767,441.75,8312,120,5908,2283,1.47056,0.6808828712764605
1768,442.0,7725,101,5694,1928,1.39425,0.6209008042997456
1769,442.25,7544,1,7517,25,1.37072,0.49190988680965475
1770,442.5,7478,18,7106,353,1.36214,0.5078312983178587
1771,442.75,7619,6,7480,131,1.38047,0.5033256106962335
1772,443.0,8224,3,8150,69,1.45912,0.5388698589074107
1773,443.25,8288,14,7999,274,1.46744,0.5556170974625042
1774,443.5,8182,7,8024,150,1.45366,0.541069292702604
1775,443.75,8036,3,7966,66,1.43468,0.5264048994333439
1776,444.0,7626,8,7453,163,1.38138,0.505753654065866
1777,444.25,7777,86,6053,1637,1.40101,0.6063545185769161
1778,444.5,9389,40,8578,769,1.61057,0.657690312576365
1779,444.75,9877,162,6618,3095,1.6740099999999998,0.8326366404007262
1780,445.0,7629,11,7403,214,1.38177,0.5090946126819257
1781,445.25,7706,2,7655,48,1.39178,0.5038721403676619
1782,445.5,7830,41,7008,780,1.4079,0.5570018204494642
1783,445.75,7344,23,6865,454,1.34472,0.5053639813208853
1784,446.0,7813,23,7342,447,1.40569,0.5353906732608109
1785,446.25,7715,12,7467,235,1.39295,0.5159748257927933
1786,446.5,8045,0,8031,12,1.43585,0.523715084369126
1787,446.75,7381,6,7241,132,1.34953,0.48789783840625656
1788,447.0,7170,5,7065,99,1.3221,0.47216704736293424
1789,447.25,7376,14,7090,271,1.34888,0.49614663403441145
1790,447.5,7083,10,6872,199,1.31079,0.4726942556000387
1791,447.75,7345,58,6182,1104,1.34485,0.5454136187793641
1792,448.0,6692,32,6050,609,1.25996,0.4724935726045386
